,X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DOY,OCC_DAY,OCC_HOUR,OCC_TIME_RANGE,DIVISION,DEATH,INJURIES,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
4412,-79.504832252,43.748038276,4413,GO-20191894043,2019/10/01 04:00:00+00,2019,October,Tuesday,274,1,20,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5048322523363,43.7480382759901
4431,-79.51257228,43.7416734280001,4432,GO-2019658967,2019/04/09 04:00:00+00,2019,April,Tuesday,99,9,23,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5125722795718,43.7416734284122
4436,-79.495165667,43.7447500500001,4437,GO-20192035817,2019/10/21 04:00:00+00,2019,October,Monday,294,21,23,Evening,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4951656667655,43.7447500499079
4465,-79.522330831,43.754594094,4466,GO-20202049276,2020/10/28 04:00:00+00,2020,October,Wednesday,302,28,23,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5223308308239,43.7545940940559
4468,-79.5048788519999,43.7599578630001,4469,GO-20201614884,2020/08/26 04:00:00+00,2020,August,Wednesday,239,26,18,Evening,D31,0,0,27,York University Heights,27,York University Heights (27),-79.5048788517363,43.7599578627403
4481,-79.508052708,43.748071913,4482,GO-20201251620,2020/07/07 04:00:00+00,2020,July,Tuesday,189,7,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5080527081563,43.7480719134857
4488,-79.522941499,43.7385522120001,4489,GO-202061191,2020/01/09 05:00:00+00,2020,January,Thursday,9,9,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5229414994878,43.7385522117401
4493,-79.518818412,43.7619114080001,4494,GO-20201725089,2020/09/12 04:00:00+00,2020,September,Saturday,256,12,1,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5188184121788,43.7619114084511
4500,-79.505541776,43.7648662510001,4501,GO-2020858098,2020/05/08 04:00:00+00,2020,May,Friday,129,8,0,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.505541775914,43.7648662505794
4505,-79.514564953,43.742310563,4506,GO-20201693020,2020/09/07 04:00:00+00,2020,September,Monday,251,7,3,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5145649533386,43.7423105626257
4507,-79.508052708,43.748071913,4508,GO-2020927836,2020/05/19 04:00:00+00,2020,May,Tuesday,140,19,22,Evening,D31,0,2,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5080527081563,43.7480719134857
4508,-79.519288183,43.770266264,4509,GO-2020982615,2020/05/25 04:00:00+00,2020,May,Monday,146,25,21,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
4512,-79.5104455809999,43.7492207270001,4513,GO-2020212178,2020/01/31 05:00:00+00,2020,January,Friday,31,31,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
4519,-79.508052708,43.748071913,4520,GO-2020984068,2020/05/28 04:00:00+00,2020,May,Thursday,149,28,13,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5080527081563,43.7480719134857
4530,-79.522922986,43.751382472,4531,GO-20201908577,2020/10/08 04:00:00+00,2020,October,Thursday,282,8,1,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5229229860031,43.7513824722984
4542,-79.5192354659999,43.752865543,4543,GO-20201613759,2020/08/27 04:00:00+00,2020,August,Thursday,240,27,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5192354664486,43.7528655426291
4558,-79.488758806,43.7545063410001,4559,GO-20201818399,2020/09/25 04:00:00+00,2020,September,Friday,269,25,5,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4887588064428,43.7545063414094
4562,-79.4908336889999,43.750413037,4563,GO-20201655784,2020/09/02 04:00:00+00,2020,September,Wednesday,246,2,4,Night,D31,1,0,27,York University Heights,27,York University Heights (27),-79.4908336891512,43.7504130365521
4586,-79.519288183,43.770266264,4587,GO-20201838773,2020/09/27 04:00:00+00,2020,September,Sunday,271,27,20,Evening,D31,1,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
4605,-79.512807423,43.751466738,4606,GO-20201469489,2020/08/06 04:00:00+00,2020,August,Thursday,219,6,18,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5128074227241,43.7514667384787
4611,-79.5134418219999,43.758052934,4612,GO-20202086474,2020/11/03 05:00:00+00,2020,November,Tuesday,308,3,14,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5134418219425,43.7580529338225
4622,-79.514763739,43.76720514,4623,GO-20201816074,2020/09/24 04:00:00+00,2020,September,Thursday,268,24,18,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5147637388827,43.7672051400814
4637,-79.519288183,43.770266264,4638,GO-2020734601,2020/04/17 04:00:00+00,2020,April,Friday,108,17,0,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
4641,-79.516220575,43.770126453,4642,GO-20201561477,2020/08/19 04:00:00+00,2020,August,Wednesday,232,19,19,Evening,D31,0,3,24,Black Creek,24,Black Creek (24),-79.5162205752444,43.7701264530946
4646,-79.519288183,43.770266264,4647,GO-20201795293,2020/09/21 04:00:00+00,2020,September,Monday,265,21,21,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
4655,-79.517044803,43.7519037960001,4656,GO-202061244,2020/01/09 05:00:00+00,2020,January,Thursday,9,9,23,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5170448029943,43.7519037963571
4657,-79.489321436,43.766205793,4658,GO-20201724754,2020/09/11 04:00:00+00,2020,September,Friday,255,11,23,Evening,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4893214364764,43.7662057930868
4661,-79.497332673,43.7687918830001,4662,GO-2020152999,2020/01/22 05:00:00+00,2020,January,Wednesday,22,22,22,Evening,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4973326733149,43.768791883242
4669,-79.519288183,43.770266264,4670,GO-20201960968,2020/10/15 04:00:00+00,2020,October,Thursday,289,15,21,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
4680,-79.514763739,43.76720514,4681,GO-20202249359,2020/11/28 05:00:00+00,2020,November,Saturday,333,28,0,Night,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5147637388827,43.7672051400814
4681,-79.466924154,43.7688459760001,4682,GO-20201831970,2020/09/26 04:00:00+00,2020,September,Saturday,270,26,21,Evening,D32,0,0,27,York University Heights,27,York University Heights (27),-79.4669241544867,43.7688459756394
4703,-79.519288183,43.770266264,4704,GO-20201518923,2020/08/13 04:00:00+00,2020,August,Thursday,226,13,18,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
4706,-79.508052708,43.748071913,4707,GO-20201152428,2020/06/23 04:00:00+00,2020,June,Tuesday,175,23,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5080527081563,43.7480719134857
4713,-79.516800156,43.751468436,4714,GO-20201926179,2020/10/10 04:00:00+00,2020,October,Saturday,284,10,15,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5168001558228,43.7514684355014
4717,-79.500858937,43.763354436,4718,GO-20201448384,2020/08/03 04:00:00+00,2020,August,Monday,216,3,2,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.5008589373666,43.7633544355372
4722,-79.516962227,43.761964671,4723,GO-20202114189,2020/11/07 05:00:00+00,2020,November,Saturday,312,7,14,Afternoon,D31,1,3,24,Black Creek,24,Black Creek (24),-79.5169622265097,43.761964670783
4728,-79.5188698859999,43.7385742770001,4729,GO-20202081634,2020/11/02 05:00:00+00,2020,November,Monday,307,2,18,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5188698859095,43.7385742765009
4735,-79.5164867399999,43.752502629,4736,GO-2020559766,2020/03/18 04:00:00+00,2020,March,Wednesday,78,18,12,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5164867401884,43.7525026291984
4742,-79.514763739,43.76720514,4743,GO-20202096368,2020/11/04 05:00:00+00,2020,November,Wednesday,309,4,23,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5147637388827,43.7672051400814
4744,-79.512807423,43.751466738,4745,GO-20201168688,2020/06/25 04:00:00+00,2020,June,Thursday,177,25,11,Morning,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5128074227241,43.7514667384787
4746,-79.494976292,43.7573691590001,4747,GO-20201213584,2020/07/01 04:00:00+00,2020,July,Wednesday,183,1,18,Evening,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4949762924668,43.757369158844
4752,-79.5242684899999,43.773310967,4753,GO-20201951984,2020/10/14 04:00:00+00,2020,October,Wednesday,288,14,15,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5242684901771,43.7733109667018
4764,-79.5242684899999,43.773310967,4765,GO-20201400800,2020/07/27 04:00:00+00,2020,July,Monday,209,27,21,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5242684901771,43.7733109667018
4766,-79.5104455809999,43.7492207270001,4767,GO-20201817133,2020/09/24 04:00:00+00,2020,September,Thursday,268,24,21,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
4778,-79.5152277779999,43.7681488160001,4779,GO-2020586301,2020/03/23 04:00:00+00,2020,March,Monday,83,23,0,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
4797,-79.5154017899999,43.7707509050001,4798,GO-20201662874,2020/09/03 04:00:00+00,2020,September,Thursday,247,3,4,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.5154017902941,43.7707509050653
4819,-79.519288183,43.770266264,4820,GO-20201438828,2020/08/02 04:00:00+00,2020,August,Sunday,215,2,8,Morning,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
4820,-79.5132172799999,43.7393831790001,4821,GO-2020698923,2020/04/10 04:00:00+00,2020,April,Friday,101,10,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5132172795793,43.7393831786129
4824,-79.512807423,43.751466738,4825,GO-20202294251,2020/12/05 05:00:00+00,2020,December,Saturday,340,5,2,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5128074227241,43.7514667384787
4838,-79.511387056,43.75012851,4839,GO-20201853895,2020/09/29 04:00:00+00,2020,September,Tuesday,273,29,21,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.511387055911,43.7501285096067
4839,-79.512258875,43.7434596680001,4840,GO-2020983156,2020/05/27 04:00:00+00,2020,May,Wednesday,148,27,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5122588752585,43.743459667948
4840,-79.48570323,43.7551833370001,4841,GO-2020170193,2020/01/25 05:00:00+00,2020,January,Saturday,25,25,3,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4857032295059,43.7551833368423
4842,-79.519288183,43.770266264,4843,GO-20201669782,2020/09/04 04:00:00+00,2020,September,Friday,248,4,1,Night,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
4848,-79.5225306579999,43.7674832010001,4849,GO-20201816857,2020/09/24 04:00:00+00,2020,September,Thursday,268,24,20,Evening,D31,1,1,24,Black Creek,24,Black Creek (24),-79.5225306576437,43.7674832010992
4853,-79.50000052,43.761057076,4854,GO-2020768230,2020/04/22 04:00:00+00,2020,April,Wednesday,113,22,17,Afternoon,D31,0,0,27,York University Heights,27,York University Heights (27),-79.5000005202526,43.7610570761458
4858,-79.5068817329999,43.7403182130001,4859,GO-20201005827,2020/06/01 04:00:00+00,2020,June,Monday,153,1,1,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.506881733,43.7403182129664
4866,-79.5188698859999,43.7385742770001,4867,GO-2020988124,2020/05/29 04:00:00+00,2020,May,Friday,150,29,5,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5188698859095,43.7385742765009
4867,-79.508753601,43.7471213490001,4868,GO-2020986875,2020/05/28 04:00:00+00,2020,May,Thursday,149,28,21,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5087536005565,43.7471213494083
4868,-79.5068817329999,43.7403182130001,4869,GO-2020790951,2020/04/26 04:00:00+00,2020,April,Sunday,117,26,17,Afternoon,D31,1,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.506881733,43.7403182129664
4871,-79.5068817329999,43.7403182130001,4872,GO-2020954026,2020/05/23 04:00:00+00,2020,May,Saturday,144,23,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.506881733,43.7403182129664
4872,-79.5068817329999,43.7403182130001,4873,GO-20201830909,2020/09/26 04:00:00+00,2020,September,Saturday,270,26,18,Evening,D31,0,2,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.506881733,43.7403182129664
4873,-79.514676768,43.751045635,4874,GO-20201301112,2020/07/13 04:00:00+00,2020,July,Monday,195,13,20,Evening,D31,0,3,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5146767677068,43.7510456354209
4874,-79.517071158,43.7548481310001,4875,GO-20201752100,2020/09/15 04:00:00+00,2020,September,Tuesday,259,15,22,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5170711581945,43.754848130508
4876,-79.514676768,43.751045635,4877,GO-20201624305,2020/08/28 04:00:00+00,2020,August,Friday,241,28,17,Afternoon,D31,0,2,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5146767677068,43.7510456354209
4880,-79.5177280949999,43.7572287130001,4881,GO-2020660869,2020/04/04 04:00:00+00,2020,April,Saturday,95,4,17,Afternoon,D31,0,0,25,Glenfield-Jane Heights,24,Black Creek (24),-79.5177280946691,43.7572287132495
4883,-79.5124828469999,43.74773351,4884,GO-20201380440,2020/07/24 04:00:00+00,2020,July,Friday,206,24,21,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5124828467004,43.7477335104921
4912,-79.5192354659999,43.752865543,4913,GO-20201908973,2020/10/08 04:00:00+00,2020,October,Thursday,282,8,1,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5192354664486,43.7528655426291
4933,-79.505541776,43.7648662510001,4934,GO-2021133150,2021/01/21 05:00:00+00,2021,January,Thursday,21,21,21,Evening,D31,1,0,27,York University Heights,27,York University Heights (27),-79.505541775914,43.7648662505794
4934,-79.5192354659999,43.752865543,4935,GO-20211457659,2021/08/02 04:00:00+00,2021,August,Monday,214,2,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5192354664486,43.7528655426291
4936,-79.488274744,43.7640809220001,4937,GO-20211307319,2021/07/12 04:00:00+00,2021,July,Monday,193,12,13,Afternoon,D31,0,4,27,York University Heights,27,York University Heights (27),-79.4882747441671,43.7640809216183
4938,-79.487588489,43.749601075,4939,GO-20211987049,2021/10/16 04:00:00+00,2021,October,Saturday,289,16,1,Night,D31,1,0,27,York University Heights,27,York University Heights (27),-79.4875884885483,43.7496010753601
4942,-79.512807423,43.751466738,4943,GO-20211713828,2021/09/07 04:00:00+00,2021,September,Tuesday,250,7,20,Evening,D31,1,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5128074227241,43.7514667384787
4947,-79.525542445,43.7706515840001,4948,GO-20211807904,2021/09/19 04:00:00+00,2021,September,Sunday,262,19,2,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.525542444672,43.7706515842411
4966,-79.516074535,43.7507307820001,4967,GO-20212403674,2021/12/13 05:00:00+00,2021,December,Monday,347,13,20,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5160745352033,43.7507307824281
4967,-79.516800156,43.751468436,4968,GO-20211044017,2021/06/04 04:00:00+00,2021,June,Friday,155,4,23,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5168001558228,43.7514684355014
5002,-79.5137106619999,43.7541820260001,5003,GO-20212036766,2021/10/23 04:00:00+00,2021,October,Saturday,296,23,0,Night,D31,1,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5137106618194,43.7541820263784
5008,-79.5152277779999,43.7681488160001,5009,GO-20212397532,2021/12/13 05:00:00+00,2021,December,Monday,347,13,0,Night,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
5011,-79.5104455809999,43.7492207270001,5012,GO-20211374585,2021/07/21 04:00:00+00,2021,July,Wednesday,202,21,23,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
5016,-79.501516893,43.771911973,5017,GO-20211436526,2021/07/30 04:00:00+00,2021,July,Friday,211,30,17,Afternoon,D31,0,0,27,York University Heights,27,York University Heights (27),-79.5015168930039,43.7719119734219
5024,-79.480856693,43.757148181,5025,GO-20212022276,2021/10/21 04:00:00+00,2021,October,Thursday,294,21,3,Night,D31,1,1,27,York University Heights,27,York University Heights (27),-79.4808566931896,43.757148180753
5033,-79.5134418219999,43.758052934,5034,GO-20211843730,2021/09/25 04:00:00+00,2021,September,Saturday,268,25,18,Evening,D31,0,0,25,Glenfield-Jane Heights,24,Black Creek (24),-79.5134418219425,43.7580529338225
5034,-79.509677305,43.739666519,5035,GO-2021687954,2021/04/14 04:00:00+00,2021,April,Wednesday,104,14,20,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5096773046176,43.7396665192647
5035,-79.494054992,43.7752491780001,5036,GO-20211500661,2021/08/09 04:00:00+00,2021,August,Monday,221,9,3,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4940549916756,43.7752491777563
5038,-79.518112007,43.758968935,5039,GO-20211789774,2021/09/18 04:00:00+00,2021,September,Saturday,261,18,5,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5181120065343,43.7589689353272
5045,-79.5182650089999,43.740046073,5046,GO-20211092177,2021/06/11 04:00:00+00,2021,June,Friday,162,11,17,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5182650086581,43.740046073155
5048,-79.5134418219999,43.758052934,5049,GO-2021613646,2021/04/04 04:00:00+00,2021,April,Sunday,94,4,0,Night,D31,0,0,25,Glenfield-Jane Heights,24,Black Creek (24),-79.5134418219425,43.7580529338225
5064,-79.515124825,43.7470881450001,5065,GO-2021125831,2021/01/20 05:00:00+00,2021,January,Wednesday,20,20,19,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5151248248268,43.7470881449389
5070,-79.5104455809999,43.7492207270001,5071,GO-20212471927,2021/12/23 05:00:00+00,2021,December,Thursday,357,23,21,Evening,D31,1,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
5080,-79.494054992,43.7752491780001,5081,GO-20211737237,2021/09/11 04:00:00+00,2021,September,Saturday,254,11,0,Night,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4940549916756,43.7752491777563
5089,-79.516962227,43.761964671,5090,GO-2021272047,2021/02/12 05:00:00+00,2021,February,Friday,43,12,2,Night,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5169622265097,43.761964670783
5155,-79.519288183,43.770266264,5156,GO-20211700039,2021/09/05 04:00:00+00,2021,September,Sunday,248,5,20,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
5164,-79.4747151879999,43.7861988980001,5165,GO-2021687214,2021/04/14 04:00:00+00,2021,April,Wednesday,104,14,18,Evening,D32,0,0,27,York University Heights,27,York University Heights (27),-79.4747151880576,43.786198898495
5167,-79.489466224,43.7518196510001,5168,GO-20211414200,2021/07/27 04:00:00+00,2021,July,Tuesday,208,27,16,Afternoon,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4894662244207,43.7518196514691
5168,-79.4844601459999,43.7838992470001,5169,GO-20211684171,2021/09/03 04:00:00+00,2021,September,Friday,246,3,13,Afternoon,D32,1,0,27,York University Heights,27,York University Heights (27),-79.484460145541,43.7838992473245
5181,-79.478576102,43.7546934420001,5182,GO-20211688866,2021/09/04 04:00:00+00,2021,September,Saturday,247,4,3,Night,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4785761021678,43.7546934423874
5192,-79.504982727,43.7413953670001,5193,GO-2021661434,2021/04/10 04:00:00+00,2021,April,Saturday,100,10,23,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5049827274221,43.7413953665875
5207,-79.519288183,43.770266264,5208,GO-2021958329,2021/05/23 04:00:00+00,2021,May,Sunday,143,23,21,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
5217,-79.517093813,43.7524242110001,5218,GO-2021661491,2021/04/10 04:00:00+00,2021,April,Saturday,100,10,23,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.517093813261,43.752424211447
5218,-79.481588981,43.7599979660001,5219,GO-20211545017,2021/08/15 04:00:00+00,2021,August,Sunday,227,15,2,Night,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4815889806542,43.7599979659622
5223,-79.515681163,43.7491415380001,5224,GO-2021592753,2021/03/31 04:00:00+00,2021,March,Wednesday,90,31,19,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5156811631941,43.7491415377157
5238,-79.51937902,43.7644927540001,5239,GO-2021294063,2021/02/15 05:00:00+00,2021,February,Monday,46,15,15,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5193790196916,43.7644927544044
5239,-79.5152277779999,43.7681488160001,5240,GO-2021739152,2021/04/22 04:00:00+00,2021,April,Thursday,112,22,16,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
5259,-79.514763739,43.76720514,5260,GO-2021593098,2021/03/31 04:00:00+00,2021,March,Wednesday,90,31,21,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5147637388827,43.7672051400814
5262,-79.489466224,43.7518196510001,5263,GO-20211130357,2021/06/17 04:00:00+00,2021,June,Thursday,168,17,0,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4894662244207,43.7518196514691
5263,-79.499769909,43.7401966670001,5264,GO-2021665802,2021/04/11 04:00:00+00,2021,April,Sunday,101,11,17,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.4997699086454,43.7401966668802
5265,-79.488758806,43.7545063410001,5266,GO-20211263005,2021/07/05 04:00:00+00,2021,July,Monday,186,5,20,Evening,D31,1,0,27,York University Heights,27,York University Heights (27),-79.4887588064428,43.7545063414094
5278,-79.5124828469999,43.74773351,5279,GO-2021755485,2021/04/25 04:00:00+00,2021,April,Sunday,115,25,0,Night,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5124828467004,43.7477335104921
5297,-79.515681163,43.7491415380001,5298,GO-2021699306,2021/04/15 04:00:00+00,2021,April,Thursday,105,15,20,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5156811631941,43.7491415377157
5299,-79.5104455809999,43.7492207270001,5300,GO-20211443221,2021/07/31 04:00:00+00,2021,July,Saturday,212,31,17,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
5300,-79.519288183,43.770266264,5301,GO-20211367560,2021/07/21 04:00:00+00,2021,July,Wednesday,202,21,0,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
5305,-79.517120806,43.7598589360001,5306,GO-20211789467,2021/09/18 04:00:00+00,2021,September,Saturday,261,18,3,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.517120805991,43.7598589360095
5312,-79.527281194,43.7648061900001,5313,GO-2021960682,2021/05/23 04:00:00+00,2021,May,Sunday,143,23,22,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5272811937222,43.7648061897127
5321,-79.5152277779999,43.7681488160001,5322,GO-20211744961,2021/09/12 04:00:00+00,2021,September,Sunday,255,12,3,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
5332,-79.4714769879999,43.7678203080001,5333,GO-20221968025,2022/10/09 04:00:00+00,2022,October,Sunday,282,9,19,Evening,D32,1,2,27,York University Heights,27,York University Heights (27),-79.4714769880066,43.7678203076073
5339,-79.527979263,43.7649557020001,5340,GO-2022192804,2022/01/29 05:00:00+00,2022,January,Saturday,29,29,19,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5279792634515,43.7649557016944
5341,-79.517846799,43.7501933460001,5342,GO-20221656781,2022/08/27 04:00:00+00,2022,August,Saturday,239,27,5,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5178467985182,43.7501933457997
5354,-79.5152277779999,43.7681488160001,5355,GO-2022792917,2022/04/29 04:00:00+00,2022,April,Friday,119,29,0,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
5361,-79.530787082,43.7554720190001,5362,GO-20221288536,2022/07/07 04:00:00+00,2022,July,Thursday,188,7,3,Night,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5307870822314,43.7554720187462
5365,-79.5005171609999,43.762234871,5366,GO-2022295079,2022/02/14 05:00:00+00,2022,February,Monday,45,14,17,Afternoon,D31,0,1,27,York University Heights,27,York University Heights (27),-79.5005171611429,43.7622348707609
5368,-79.511669941,43.7660358050001,5369,GO-20221426517,2022/07/25 04:00:00+00,2022,July,Monday,206,25,20,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5116699406399,43.7660358045308
5371,-79.511395434,43.7724363130001,5372,GO-2022659872,2022/04/09 04:00:00+00,2022,April,Saturday,99,9,15,Afternoon,D31,0,1,27,York University Heights,27,York University Heights (27),-79.5113954335919,43.772436313181
5373,-79.512999081,43.765788695,5374,GO-20221490255,2022/08/03 04:00:00+00,2022,August,Wednesday,215,3,16,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5129990807892,43.7657886951118
5413,-79.4988573209999,43.776739331,5414,GO-2022336398,2022/02/21 05:00:00+00,2022,February,Monday,52,21,4,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4988573206672,43.776739330842
